group,variable,value,,,
Hancock,9/16,14,,,
Hancock,9/17,4,,,
Hancock,9/18,6,,,
Hancock,9/19,2,,,
Hancock,9/20,5,,,
Hancock,9/21,11,,,
Hancock,9/22,12,,,
Hancock,9/23,17,,,
Hancock,9/24,12,,,
Hancock,9/25,9,,,
Hancock,9/26,7,,,
Hancock,9/27,4,,,
Hancock,9/28,16,,,
Hancock,9/29,11,,,
Hancock,9/30,12,,,
Hancock,10/1,6,,,
Hancock,10/2,7,,,
Hancock,10/3,4,,,
Hancock,10/4,8,,,
Hancock,10/5,32,,,
Hancock,10/6,11,,,
Hancock,10/7,13,,,
Hancock,10/8,9,,,
Hancock,10/9,11,,,
Hancock,10/10,10,,,
Hancock,10/11,13,,,
Hancock,10/12,28,,,
Hancock,10/13,15,,,
Hancock,10/14,30,,,
Hancock,10/15,27,,,
Hancock,10/16,12,,,
Hancock,10/17,9,,,
Hancock,10/18,14,,,
Hancock,10/19,23,,,
Hancock,10/20,20,,,
Hancock,10/21,23,,,
Hancock,10/22,45,,,
Hancock,10/23,27,,,
Hancock,10/24,20,,,
Hancock,10/25,21,,,
Hancock,10/26,30,,,
Hancock,10/27,21,,,
Hancock,10/28,33,,,
Hancock,10/29,32,,,
Hancock,10/30,29,,,
Hancock,10/31,24,,,
Hancock,11/1,40,,,
Hancock,11/2,42,,,
Hancock,11/3,51,,,
Hancock,11/4,67,,,
Hancock,11/5,45,,,
Hancock,11/6,43,,,
Hancock,11/7,37,,,
Hancock,11/8,41,,,
Hancock,11/9,70,,,
Hancock,11/10,56,,,
Hancock,11/11,78,,,
Hancock,11/12,63,,,
Hancock,11/13,53,,,
Hancock,11/14,48,,,
Hancock,11/15,33,,,
Hancock,11/16,73,,,
Hancock,11/17,75,,,
Hancock,11/18,45,,,
Hancock,11/19,65,,,
Hancock,11/20,64,,,
Hancock,11/21,48,,,
Hancock,11/22,47,,,
Hancock,11/23,63,,,
Hancock,11/24,59,,,
Hancock,11/25,65,,,
Hancock,11/26,27,,,
Hancock,11/27,47,,,
Hancock,11/28,60,,,
Hancock,11/29,44,,,
Hancock,11/30,107,,,
Hancock,12/1,87,,,
Hancock,12/2,73,,,
Hancock,12/3,78,,,
Hancock,12/4,64,,,
Hancock,12/5,47,,,
Hancock,12/6,52,,,
Hancock,12/7,66,,,
Hancock,12/8,60,,,
Hancock,12/9,47,,,
Hancock,12/10,49,,,
Hancock,12/11,76,,,
Hancock,12/12,42,,,
Hancock,12/13,36,,,
Hancock,12/14,73,,,
Hancock,12/15,67,,,
Hancock,12/16,47,,,
Hancock,12/17,55,,,
Hancock,12/18,61,,,
Hancock,12/19,43,,,
Hancock,12/20,50,,,
Hancock,12/21,65,,,
Hancock,12/22,51,,,
Hancock,12/23,53,,,
Hancock,12/24,45,,,
Hancock,12/25,34,,,
Hancock,12/26,51,,,
Hancock,12/27,59,,,
Hancock,12/28,59,,,
Hancock,12/29,52,,,
Hancock,12/30,49,,,
Hancock,12/31,47,,,
Hancock,1/1,43,,,
Hancock,1/2,42,,,
Hancock,1/3,54,,,
Hancock,1/4,52,,,
Hancock,1/5,46,,,
Hancock,1/6,40,,,
Hancock,1/7,41,,,
Hancock,1/8,36,,,
Hancock,1/9,26,,,
Hancock,1/10,24,,,
Hancock,1/11,42,,,
Hancock,1/12,27,,,
Hancock,1/13,17,,,
Hancock,1/14,17,,,
Hancock,1/15,11,,,
Hancock,1/16,14,,,
Hancock,1/17,7,,,
Hancock,1/18,,,,
Hardin,8/1,3,,,
Hardin,8/2,1,,,
Hardin,8/3,6,,,
Hardin,8/4,1,,,
Hardin,8/5,3,,,
Hardin,8/6,3,,,
Hardin,8/7,3,,,
Hardin,8/8,2,,,
Hardin,8/9,,,,
Hardin,8/10,3,,,
Hardin,8/11,5,,,
Hardin,8/12,3,,,
Hardin,8/13,3,,,
Hardin,8/14,1,,,
Hardin,8/15,3,,,
Hardin,8/16,,,,
Hardin,8/17,2,,,
Hardin,8/18,3,,,
Hardin,8/19,5,,,
Hardin,8/20,2,,,
Hardin,8/21,1,,,
Hardin,8/22,2,,,
Hardin,8/23,4,,,
Hardin,8/24,4,,,
Hardin,8/25,3,,,
Hardin,8/26,1,,,
Hardin,8/27,2,,,
Hardin,8/28,1,,,
Hardin,8/29,2,,,
Hardin,8/30,1,,,
Hardin,8/31,,,,
Hardin,9/1,3,,,
Hardin,9/2,1,,,
Hardin,9/3,1,,,
Hardin,9/4,1,,,
Hardin,9/5,1,,,
Hardin,9/6,,,,
Hardin,9/7,2,,,
Hardin,9/8,,,,
Hardin,9/9,1,,,
Hardin,9/10,2,,,
Hardin,9/11,2,,,
Hardin,9/12,2,,,
Hardin,9/13,,,,
Hardin,9/14,,,,
Hardin,9/15,1,,,
Hardin,9/16,1,,,
Hardin,9/17,,,,
Hardin,9/18,,,,
Hardin,9/19,2,,,
Hardin,9/20,,,,
Hardin,9/21,3,,,
Hardin,9/22,1,,,
Hardin,9/23,1,,,
Hardin,9/24,1,,,
Hardin,9/25,,,,
Hardin,9/26,,,,
Hardin,9/27,1,,,
Hardin,9/28,6,,,
Hardin,9/29,1,,,
Hardin,9/30,2,,,
Hardin,10/1,3,,,
Hardin,10/2,3,,,
Hardin,10/3,,,,
Hardin,10/4,3,,,
Hardin,10/5,4,,,
Hardin,10/6,8,,,
Hardin,10/7,2,,,
Hardin,10/8,2,,,
Hardin,10/9,5,,,
Hardin,10/10,3,,,
Hardin,10/11,1,,,
Hardin,10/12,5,,,
Hardin,10/13,5,,,
Hardin,10/14,6,,,
Hardin,10/15,3,,,
Hardin,10/16,5,,,
Hardin,10/17,5,,,
Hardin,10/18,1,,,
Hardin,10/19,12,,,
Hardin,10/20,14,,,
Hardin,10/21,9,,,
Hardin,10/22,3,,,
Hardin,10/23,7,,,
Hardin,10/24,14,,,
Hardin,10/25,8,,,
Hardin,10/26,18,,,
Hardin,10/27,11,,,
Hardin,10/28,12,,,
Hardin,10/29,5,,,
Hardin,10/30,9,,,
Hardin,10/31,14,,,
Hardin,11/1,9,,,
Hardin,11/2,26,,,
Hardin,11/3,15,,,
Hardin,11/4,14,,,
Hardin,11/5,12,,,
Hardin,11/6,22,,,
Hardin,11/7,17,,,
Hardin,11/8,21,,,
Hardin,11/9,27,,,
Hardin,11/10,24,,,
Hardin,11/11,22,,,
Hardin,11/12,27,,,
Hardin,11/13,25,,,
Hardin,11/14,16,,,
Hardin,11/15,11,,,
Hardin,11/16,59,,,
Hardin,11/17,31,,,
Hardin,11/18,39,,,
Hardin,11/19,32,,,
Hardin,11/20,28,,,
Hardin,11/21,23,,,
Hardin,11/22,29,,,
Hardin,11/23,74,,,
Hardin,11/24,38,,,
Hardin,11/25,32,,,
Hardin,11/26,7,,,
Hardin,11/27,34,,,
Hardin,11/28,21,,,
Hardin,11/29,10,,,
Hardin,11/30,43,,,
Hardin,12/1,28,,,
Hardin,12/2,20,,,
Hardin,12/3,20,,,
Hardin,12/4,12,,,
Hardin,12/5,11,,,
Hardin,12/6,6,,,
Hardin,12/7,26,,,
Hardin,12/8,21,,,
Hardin,12/9,16,,,
Hardin,12/10,13,,,
Hardin,12/11,16,,,
Hardin,12/12,16,,,
Hardin,12/13,10,,,
Hardin,12/14,31,,,
Hardin,12/15,26,,,
Hardin,12/16,18,,,
Hardin,12/17,13,,,
Hardin,12/18,14,,,
Hardin,12/19,3,,,
Hardin,12/20,9,,,
Hardin,12/21,37,,,
Hardin,12/22,23,,,
Hardin,12/23,24,,,
Hardin,12/24,11,,,
Hardin,12/25,2,,,
Hardin,12/26,10,,,
Hardin,12/27,5,,,
Hardin,12/28,31,,,
Hardin,12/29,25,,,
Hardin,12/30,23,,,
Hardin,12/31,28,,,
Hardin,1/1,9,,,
Hardin,1/2,16,,,
Hardin,1/3,8,,,
Hardin,1/4,27,,,
Hardin,1/5,21,,,
Hardin,1/6,18,,,
Hardin,1/7,22,,,
Hardin,1/8,13,,,
Hardin,1/9,6,,,
Hardin,1/10,10,,,
Hardin,1/11,30,,,
Hardin,1/12,16,,,
Hardin,1/13,11,,,
Hardin,1/14,6,,,
Hardin,1/15,9,,,
Hardin,1/16,7,,,
Hardin,1/17,4,,,
Hardin,1/18,,,,
Harrison,8/1,,,,
Harrison,8/2,,,,
Harrison,8/3,1,,,
Harrison,8/4,3,,,
Harrison,8/5,1,,,
Harrison,8/6,,,,
Harrison,8/7,,,,
Harrison,8/8,,,,
Harrison,8/9,,,,
Harrison,8/10,,,,
Harrison,8/11,,,,
Harrison,8/12,,,,
Harrison,8/13,,,,
Harrison,8/14,1,,,
Harrison,8/15,,,,
Harrison,8/16,,,,
Harrison,8/17,,,,
Harrison,8/18,,,,
Harrison,8/19,,,,
Harrison,8/20,1,,,
Harrison,8/21,,,,
Harrison,8/22,,,,
Harrison,8/23,,,,
Harrison,8/24,,,,
Harrison,8/25,,,,
Harrison,8/26,,,,
Harrison,8/27,,,,
Harrison,8/28,1,,,
Harrison,8/29,1,,,
Harrison,8/30,,,,
Harrison,8/31,,,,
Harrison,9/1,,,,
Harrison,9/2,,,,
Harrison,9/3,,,,
Harrison,9/4,1,,,
Harrison,9/5,,,,
Harrison,9/6,9,,,
Harrison,9/7,2,,,
Harrison,9/8,3,,,
Harrison,9/9,12,,,
Harrison,9/10,1,,,
Harrison,9/11,1,,,
Harrison,9/12,,,,
Harrison,9/13,,,,
Harrison,9/14,2,,,
Harrison,9/15,1,,,
Harrison,9/16,1,,,
Harrison,9/17,,,,
Harrison,9/18,,,,
Harrison,9/19,,,,
Harrison,9/20,1,,,
Harrison,9/21,,,,
Harrison,9/22,,,,
Harrison,9/23,1,,,
Harrison,9/24,,,,
Harrison,9/25,,,,
Harrison,9/26,,,,
Harrison,9/27,,,,
Harrison,9/28,1,,,
Harrison,9/29,2,,,
Harrison,9/30,1,,,
Harrison,10/1,,,,
Harrison,10/2,1,,,
Harrison,10/3,,,,
Harrison,10/4,1,,,
Harrison,10/5,,,,
Harrison,10/6,,,,
Harrison,10/7,,,,
Harrison,10/8,,,,
Harrison,10/9,1,,,
Harrison,10/10,,,,
Harrison,10/11,1,,,
Harrison,10/12,2,,,
Harrison,10/13,2,,,
Harrison,10/14,,,,
Harrison,10/15,,,,
Harrison,10/16,,,,
Harrison,10/17,,,,
Harrison,10/18,1,,,
Harrison,10/19,1,,,
Harrison,10/20,1,,,
Harrison,10/21,1,,,
Harrison,10/22,3,,,
Harrison,10/23,6,,,
Harrison,10/24,1,,,
Harrison,10/25,2,,,
Harrison,10/26,1,,,
Harrison,10/27,1,,,
Harrison,10/28,1,,,
Harrison,10/29,3,,,
Harrison,10/30,5,,,
Harrison,10/31,3,,,
Harrison,11/1,2,,,
Harrison,11/2,4,,,
Harrison,11/3,3,,,
Harrison,11/4,4,,,
Harrison,11/5,6,,,
Harrison,11/6,3,,,
Harrison,11/7,2,,,
Harrison,11/8,4,,,
Harrison,11/9,4,,,
Harrison,11/10,6,,,
Harrison,11/11,6,,,
Harrison,11/12,7,,,
Harrison,11/13,6,,,
Harrison,11/14,6,,,
Harrison,11/15,5,,,
Harrison,11/16,8,,,
Harrison,11/17,10,,,
Harrison,11/18,10,,,
Harrison,11/19,8,,,
Harrison,11/20,7,,,
Harrison,11/21,9,,,
Harrison,11/22,10,,,
Harrison,11/23,16,,,
Harrison,11/24,6,,,
Harrison,11/25,14,,,
Harrison,11/26,5,,,
Harrison,11/27,8,,,
Harrison,11/28,7,,,
Harrison,11/29,12,,,
Harrison,11/30,21,,,
Harrison,12/1,18,,,
Harrison,12/2,15,,,
Harrison,12/3,6,,,
Harrison,12/4,13,,,
Harrison,12/5,12,,,
Harrison,12/6,8,,,
Harrison,12/7,19,,,
Harrison,12/8,18,,,
Harrison,12/9,12,,,
Harrison,12/10,10,,,
Harrison,12/11,24,,,
Harrison,12/12,10,,,
Harrison,12/13,8,,,
Harrison,12/14,44,,,
Harrison,12/15,7,,,
Harrison,12/16,10,,,
Harrison,12/17,13,,,
Harrison,12/18,11,,,
Harrison,12/19,7,,,
Harrison,12/20,10,,,
Harrison,12/21,21,,,
Harrison,12/22,12,,,
Harrison,12/23,15,,,
Harrison,12/24,9,,,
Harrison,12/25,5,,,
Harrison,12/26,10,,,
Harrison,12/27,10,,,
Harrison,12/28,23,,,
Harrison,12/29,7,,,
Harrison,12/30,10,,,
Harrison,12/31,14,,,
Harrison,1/1,13,,,
Harrison,1/2,8,,,
Harrison,1/3,13,,,
Harrison,1/4,18,,,
Harrison,1/5,10,,,
Harrison,1/6,13,,,
Harrison,1/7,5,,,
Harrison,1/8,10,,,
Harrison,1/9,3,,,
Harrison,1/10,6,,,
Harrison,1/11,12,,,
Harrison,1/12,2,,,
Harrison,1/13,2,,,
Harrison,1/14,3,,,
Harrison,1/15,2,,,
Harrison,1/16,,,,
Harrison,1/17,,,,
Harrison,1/18,,,,
Highland,8/1,3,,,
Highland,8/2,1,,,
Highland,8/3,7,,,
Highland,8/4,5,,,
Highland,8/5,5,,,
Highland,8/6,4,,,
Highland,8/7,2,,,
Highland,8/8,3,,,
Highland,8/9,,,,
Highland,8/10,1,,,
Highland,8/11,,,,
Highland,8/12,1,,,
Highland,8/13,1,,,
Highland,8/14,6,,,
Highland,8/15,2,,,
Highland,8/16,,,,
Highland,8/17,4,,,
Highland,8/18,,,,
Highland,8/19,,,,
Highland,8/20,2,,,
Highland,8/21,,,,
Highland,8/22,1,,,
Highland,8/23,1,,,
Highland,8/24,3,,,
Highland,8/25,,,,
Highland,8/26,,,,
Highland,8/27,,,,
Highland,8/28,1,,,
Highland,8/29,,,,
Highland,8/30,2,,,
Highland,8/31,1,,,
Highland,9/1,2,,,
Highland,9/2,5,,,
Highland,9/3,1,,,
Highland,9/4,2,,,
Highland,9/5,,,,
Highland,9/6,2,,,
Highland,9/7,,,,
Highland,9/8,,,,
Highland,9/9,1,,,
Highland,9/10,2,,,
Highland,9/11,1,,,
Highland,9/12,1,,,
Highland,9/13,,,,
Highland,9/14,2,,,
Highland,9/15,2,,,
Highland,9/16,,,,
Highland,9/17,2,,,
Highland,9/18,1,,,
Highland,9/19,,,,
Highland,9/20,1,,,
Highland,9/21,3,,,
Highland,9/22,2,,,
Highland,9/23,3,,,
Highland,9/24,2,,,
Highland,9/25,1,,,
Highland,9/26,1,,,
Highland,9/27,2,,,
Highland,9/28,3,,,
Highland,9/29,2,,,
Highland,9/30,7,,,
Highland,10/1,4,,,
Highland,10/2,9,,,
Highland,10/3,15,,,
Highland,10/4,3,,,
Highland,10/5,12,,,
Highland,10/6,9,,,
Highland,10/7,8,,,
Highland,10/8,9,,,
Highland,10/9,17,,,
Highland,10/10,5,,,
Highland,10/11,6,,,
Highland,10/12,9,,,
Highland,10/13,9,,,
Highland,10/14,6,,,
Highland,10/15,10,,,
Highland,10/16,20,,,
Highland,10/17,11,,,
Highland,10/18,12,,,
Highland,10/19,12,,,
Highland,10/20,20,,,
Highland,10/21,17,,,
Highland,10/22,12,,,
Highland,10/23,21,,,
Highland,10/24,12,,,
Highland,10/25,19,,,
Highland,10/26,29,,,
Highland,10/27,20,,,
Highland,10/28,21,,,
Highland,10/29,19,,,
Highland,10/30,8,,,
Highland,10/31,10,,,
Highland,11/1,16,,,
Highland,11/2,16,,,
Highland,11/3,21,,,
Highland,11/4,20,,,
Highland,11/5,10,,,
Highland,11/6,15,,,
Highland,11/7,13,,,
Highland,11/8,10,,,
Highland,11/9,23,,,
Highland,11/10,24,,,
Highland,11/11,22,,,
Highland,11/12,24,,,
Highland,11/13,22,,,
Highland,11/14,8,,,
Highland,11/15,16,,,
Highland,11/16,29,,,
Highland,11/17,22,,,
Highland,11/18,19,,,
Highland,11/19,24,,,
Highland,11/20,30,,,
Highland,11/21,13,,,
Highland,11/22,13,,,
Highland,11/23,22,,,
Highland,11/24,35,,,
Highland,11/25,26,,,
Highland,11/26,11,,,
Highland,11/27,27,,,
Highland,11/28,23,,,
Highland,11/29,22,,,
Highland,11/30,43,,,
Highland,12/1,34,,,
Highland,12/2,47,,,
Highland,12/3,44,,,
Highland,12/4,27,,,
Highland,12/5,15,,,
Highland,12/6,24,,,
Highland,12/7,52,,,
Highland,12/8,46,,,
Highland,12/9,38,,,
Highland,12/10,46,,,
Highland,12/11,34,,,
Highland,12/12,24,,,
Highland,12/13,23,,,
Highland,12/14,41,,,
Highland,12/15,31,,,
Highland,12/16,33,,,
Highland,12/17,25,,,
Highland,12/18,34,,,
Highland,12/19,13,,,
Highland,12/20,18,,,
Highland,12/21,43,,,
Highland,12/22,24,,,
Highland,12/23,22,,,
Highland,12/24,9,,,
Highland,12/25,10,,,
Highland,12/26,28,,,
Highland,12/27,17,,,
Highland,12/28,33,,,
Highland,12/29,28,,,
Highland,12/30,37,,,
Highland,12/31,37,,,
Highland,1/1,20,,,
Highland,1/2,20,,,
Highland,1/3,24,,,
Highland,1/4,54,,,
Highland,1/5,45,,,
Highland,1/6,24,,,
Highland,1/7,38,,,
Highland,1/8,22,,,
Highland,1/9,14,,,
Highland,1/10,16,,,
Highland,1/11,39,,,
Highland,1/12,30,,,
Highland,1/13,31,,,
Highland,1/14,22,,,
Highland,1/15,9,,,
Highland,1/16,3,,,
Highland,1/17,5,,,
Highland,1/18,,,,
Holmes,8/1,,,,
Holmes,8/2,,,,
Holmes,8/3,,,,
Holmes,8/4,,,,
Holmes,8/5,1,,,
Holmes,8/6,2,,,
Holmes,8/7,2,,,
Holmes,8/8,3,,,
Holmes,8/9,2,,,
Holmes,8/10,2,,,
Holmes,8/11,1,,,
Holmes,8/12,2,,,
Holmes,8/13,1,,,
Holmes,8/14,,,,
Holmes,8/15,,,,
Holmes,8/16,1,,,
Holmes,8/17,,,,
Holmes,8/18,,,,
Holmes,8/19,2,,,
Holmes,8/20,,,,
Holmes,8/21,3,,,
Holmes,8/22,,,,
Holmes,8/23,1,,,
Holmes,8/24,2,,,
Holmes,8/25,,,,
Holmes,8/26,,,,
Holmes,8/27,1,,,
Holmes,8/28,1,,,
Holmes,8/29,2,,,
Holmes,8/30,,,,
Holmes,8/31,2,,,
Holmes,9/1,,,,
Holmes,9/2,1,,,
Holmes,9/3,3,,,
Holmes,9/4,1,,,
Holmes,9/5,2,,,
Holmes,9/6,1,,,
Holmes,9/7,1,,,
Holmes,9/8,5,,,
Holmes,9/9,1,,,
Holmes,9/10,,,,
Holmes,9/11,,,,
Holmes,9/12,2,,,
Holmes,9/13,6,,,
Holmes,9/14,3,,,
Holmes,9/15,4,,,
Holmes,9/16,4,,,
Holmes,9/17,2,,,
Holmes,9/18,2,,,
Holmes,9/19,1,,,
Holmes,9/20,,,,
Holmes,9/21,5,,,
Holmes,9/22,3,,,
Holmes,9/23,3,,,
Holmes,9/24,2,,,
Holmes,9/25,4,,,
Holmes,9/26,3,,,
Holmes,9/27,3,,,
Holmes,9/28,12,,,
Holmes,9/29,4,,,
Holmes,9/30,7,,,
Holmes,10/1,10,,,
Holmes,10/2,4,,,
Holmes,10/3,6,,,
Holmes,10/4,3,,,
Holmes,10/5,14,,,
Holmes,10/6,6,,,
Holmes,10/7,13,,,
Holmes,10/8,17,,,
Holmes,10/9,8,,,
Holmes,10/10,18,,,
Holmes,10/11,9,,,
Holmes,10/12,21,,,
Holmes,10/13,15,,,
Holmes,10/14,25,,,
Holmes,10/15,21,,,
Holmes,10/16,16,,,
Holmes,10/17,20,,,
Holmes,10/18,22,,,
Holmes,10/19,36,,,
Holmes,10/20,26,,,
Holmes,10/21,46,,,
Holmes,10/22,28,,,
Holmes,10/23,46,,,
Holmes,10/24,24,,,
Holmes,10/25,20,,,
Holmes,10/26,43,,,
Holmes,10/27,34,,,
Holmes,10/28,38,,,
Holmes,10/29,26,,,
Holmes,10/30,30,,,
Holmes,10/31,21,,,
Holmes,11/1,19,,,
Holmes,11/2,28,,,
Holmes,11/3,23,,,
Holmes,11/4,23,,,
Holmes,11/5,18,,,
Holmes,11/6,12,,,
Holmes,11/7,14,,,
Holmes,11/8,20,,,
Holmes,11/9,19,,,
Holmes,11/10,7,,,
Holmes,11/11,17,,,
Holmes,11/12,17,,,
Holmes,11/13,13,,,
Holmes,11/14,18,,,
Holmes,11/15,9,,,
Holmes,11/16,20,,,
Holmes,11/17,19,,,
Holmes,11/18,14,,,
Holmes,11/19,10,,,
Holmes,11/20,8,,,
Holmes,11/21,10,,,
Holmes,11/22,9,,,
Holmes,11/23,44,,,
Holmes,11/24,28,,,
Holmes,11/25,17,,,
Holmes,11/26,4,,,
Holmes,11/27,9,,,
Holmes,11/28,11,,,
Holmes,11/29,16,,,
Holmes,11/30,34,,,
Holmes,12/1,13,,,
Holmes,12/2,18,,,
Holmes,12/3,23,,,
Holmes,12/4,16,,,
Holmes,12/5,13,,,
Holmes,12/6,5,,,
Holmes,12/7,19,,,
Holmes,12/8,13,,,
Holmes,12/9,13,,,
Holmes,12/10,8,,,
Holmes,12/11,9,,,
Holmes,12/12,11,,,
Holmes,12/13,10,,,
Holmes,12/14,16,,,
Holmes,12/15,10,,,
Holmes,12/16,5,,,
Holmes,12/17,14,,,
Holmes,12/18,12,,,
Holmes,12/19,2,,,
Holmes,12/20,4,,,
Holmes,12/21,14,,,
Holmes,12/22,27,,,
Holmes,12/23,15,,,
Holmes,12/24,24,,,
Holmes,12/25,4,,,
Holmes,12/26,8,,,
Holmes,12/27,4,,,
Holmes,12/28,33,,,
Holmes,12/29,13,,,
Holmes,12/30,15,,,
Holmes,12/31,18,,,
Holmes,1/1,9,,,
Holmes,1/2,18,,,
Holmes,1/3,12,,,
Holmes,1/4,24,,,
Holmes,1/5,13,,,
Holmes,1/6,8,,,
Holmes,1/7,10,,,
Holmes,1/8,15,,,
Holmes,1/9,10,,,
Holmes,1/10,2,,,
Holmes,1/11,9,,,
Holmes,1/12,4,,,
Holmes,1/13,2,,,
Holmes,1/14,6,,,
Holmes,1/15,14,,,
Holmes,1/16,4,,,
Holmes,1/17,,,,
Holmes,1/18,,,,
Huron,8/1,4,,,
Huron,8/2,1,,,
Huron,8/3,2,,,
Huron,8/4,2,,,
Huron,8/5,3,,,
Huron,8/6,7,,,
Huron,8/7,7,,,
Huron,8/8,4,,,
Huron,8/9,3,,,
Huron,8/10,3,,,
Huron,8/11,3,,,
Huron,8/12,,,,
Huron,8/13,5,,,
Huron,8/14,,,,
Huron,8/15,,,,
Huron,8/16,,,,
Huron,8/17,1,,,
Huron,8/18,,,,
Huron,8/19,1,,,
Huron,8/20,2,,,
Huron,8/21,2,,,
Huron,8/22,1,,,
Huron,8/23,4,,,
Huron,8/24,,,,
Huron,8/25,1,,,
Huron,8/26,1,,,
Huron,8/27,5,,,
Huron,8/28,2,,,
Huron,8/29,1,,,
Huron,8/30,1,,,
Huron,8/31,3,,,
Huron,9/1,3,,,
Huron,9/2,1,,,
Huron,9/3,6,,,
Huron,9/4,4,,,
Huron,9/5,,,,
Huron,9/6,2,,,
Huron,9/7,1,,,
Huron,9/8,4,,,
Huron,9/9,1,,,
Huron,9/10,4,,,
Huron,9/11,2,,,
Huron,9/12,1,,,
Huron,9/13,1,,,
Huron,9/14,,,,
Huron,9/15,7,,,
Huron,9/16,2,,,
Huron,9/17,,,,
Huron,9/18,3,,,
Huron,9/19,4,,,
Huron,9/20,3,,,
Huron,9/21,6,,,
Huron,9/22,3,,,
Huron,9/23,4,,,
Huron,9/24,29,,,
Huron,9/25,5,,,
Huron,9/26,6,,,
Huron,9/27,4,,,
Huron,9/28,10,,,
Huron,9/29,5,,,
Huron,9/30,9,,,
Huron,10/1,13,,,
Huron,10/2,4,,,
Huron,10/3,3,,,
Huron,10/4,5,,,
Huron,10/5,8,,,
Huron,10/6,6,,,
Huron,10/7,4,,,
Huron,10/8,11,,,
Huron,10/9,6,,,
Huron,10/10,8,,,
Huron,10/11,8,,,
Huron,10/12,7,,,
Huron,10/13,6,,,
Huron,10/14,3,,,
Huron,10/15,5,,,
Huron,10/16,3,,,
Huron,10/17,4,,,
Huron,10/18,3,,,
Huron,10/19,4,,,
Huron,10/20,7,,,
Huron,10/21,3,,,
Huron,10/22,4,,,
Huron,10/23,7,,,
Huron,10/24,13,,,
Huron,10/25,5,,,
Huron,10/26,7,,,
Huron,10/27,11,,,
Huron,10/28,22,,,
Huron,10/29,12,,,
Huron,10/30,15,,,
Huron,10/31,27,,,
Huron,11/1,21,,,
Huron,11/2,27,,,
Huron,11/3,28,,,
Huron,11/4,38,,,
Huron,11/5,38,,,
Huron,11/6,32,,,
Huron,11/7,37,,,
Huron,11/8,38,,,
Huron,11/9,53,,,
Huron,11/10,69,,,
Huron,11/11,54,,,
Huron,11/12,49,,,
Huron,11/13,36,,,
Huron,11/14,46,,,
Huron,11/15,36,,,
Huron,11/16,44,,,
Huron,11/17,35,,,
Huron,11/18,57,,,
Huron,11/19,43,,,
Huron,11/20,36,,,
Huron,11/21,31,,,
Huron,11/22,38,,,
Huron,11/23,58,,,
Huron,11/24,48,,,
Huron,11/25,48,,,
Huron,11/26,21,,,
Huron,11/27,62,,,
Huron,11/28,41,,,
Huron,11/29,47,,,
Huron,11/30,62,,,
Huron,12/1,93,,,
Huron,12/2,41,,,
Huron,12/3,37,,,
Huron,12/4,53,,,
Huron,12/5,42,,,
Huron,12/6,30,,,
Huron,12/7,49,,,
Huron,12/8,52,,,
Huron,12/9,37,,,
Huron,12/10,40,,,
Huron,12/11,25,,,
Huron,12/12,17,,,
Huron,12/13,29,,,
Huron,12/14,87,,,
Huron,12/15,78,,,
Huron,12/16,67,,,
Huron,12/17,41,,,
Huron,12/18,55,,,
Huron,12/19,28,,,
Huron,12/20,27,,,
Huron,12/21,51,,,
Huron,12/22,20,,,
Huron,12/23,39,,,
Huron,12/24,29,,,
Huron,12/25,12,,,
Huron,12/26,32,,,
Huron,12/27,19,,,
Huron,12/28,75,,,
Huron,12/29,59,,,
Huron,12/30,54,,,
Huron,12/31,41,,,
Huron,1/1,17,,,
Huron,1/2,33,,,
Huron,1/3,35,,,
Huron,1/4,54,,,
Huron,1/5,42,,,
Huron,1/6,43,,,
Huron,1/7,70,,,
Huron,1/8,34,,,
Huron,1/9,25,,,
Huron,1/10,21,,,
Huron,1/11,60,,,
Huron,1/12,44,,,
Huron,1/13,38,,,
Huron,1/14,39,,,
Huron,1/15,23,,,
Huron,1/16,7,,,
Huron,1/17,7,,,
Huron,1/18,,,,
Jackson,8/1,,,,
Jackson,8/2,,,,
Jackson,8/3,1,,,
Jackson,8/4,1,,,
Jackson,8/5,,,,
Jackson,8/6,,,,
Jackson,8/7,1,,,
Jackson,8/8,,,,
Jackson,8/9,2,,,
Jackson,8/10,1,,,
Jackson,8/11,2,,,
Jackson,8/12,,,,
Jackson,8/13,5,,,
Jackson,8/14,8,,,
Jackson,8/15,3,,,
Jackson,8/16,4,,,
Jackson,8/17,2,,,
Jackson,8/18,4,,,
Jackson,8/19,10,,,
Jackson,8/20,8,,,
Jackson,8/21,2,,,
Jackson,8/22,18,,,
Jackson,8/23,7,,,
Jackson,8/24,2,,,
Jackson,8/25,9,,,
Jackson,8/26,2,,,
Jackson,8/27,4,,,
Jackson,8/28,6,,,
Jackson,8/29,2,,,
Jackson,8/30,3,,,
Jackson,8/31,2,,,
Jackson,9/1,5,,,
Jackson,9/2,,,,
Jackson,9/3,,,,
Jackson,9/4,3,,,
Jackson,9/5,1,,,
Jackson,9/6,1,,,
Jackson,9/7,1,,,
Jackson,9/8,8,,,
Jackson,9/9,,,,
Jackson,9/10,4,,,
Jackson,9/11,2,,,
Jackson,9/12,3,,,
Jackson,9/13,2,,,
Jackson,9/14,7,,,
Jackson,9/15,7,,,
Jackson,9/16,5,,,
Jackson,9/17,3,,,
Jackson,9/18,3,,,
Jackson,9/19,6,,,
Jackson,9/20,2,,,
Jackson,9/21,8,,,
